Pulau Maslaku,"Merauke, Papua Selatan",Wisata Bahari,Merauke,Merauke,Papua Selatan,Pulau yang menawarkan keindahan alam yang tenang dan aktivitas bahari seperti berenang dan menyelam.,"Pulau, Laut, Wisata Bahari, Merauke",0
Teluk Maro,"Merauke, Papua Selatan",Wisata Bahari,Merauke,Merauke,Papua Selatan,"Teluk dengan pemandangan laut yang menakjubkan dan pantai pasir putih, menjadi tempat yang populer untuk berlibur.","Teluk, Laut, Wisata Bahari, Merauke",0
Pantai Wasur,"Merauke, Papua Selatan",Wisata Bahari,Merauke,Merauke,Papua Selatan,Pantai yang menawarkan keindahan alam dengan banyak kegiatan air yang menyenangkan untuk wisatawan.,"Pantai, Laut, Wisata Bahari, Merauke",0
Pulau Sumber,"Merauke, Papua Selatan",Wisata Bahari,Merauke,Merauke,Papua Selatan,"Pulau dengan pantai yang sangat indah dan tenang, cocok untuk berjemur dan menikmati suasana damai.","Pulau, Laut, Wisata Bahari, Merauke",0
Pulau Matoa,"Merauke, Papua Selatan",Wisata Bahari,Merauke,Merauke,Papua Selatan,Pulau dengan terumbu karang dan pantai pasir putih yang sangat menarik untuk kegiatan menyelam.,"Pulau, Laut, Wisata Bahari, Merauke",0
Pulau Maju,"Merauke, Papua Selatan",Wisata Bahari,Merauke,Merauke,Papua Selatan,"Pulau dengan pasir putih dan air jernih, tempat yang ideal untuk beristirahat sambil menikmati keindahan alam.","Pulau, Laut, Wisata Bahari, Merauke",0
Pulau Bunting,"Merauke, Papua Selatan",Wisata Bahari,Merauke,Merauke,Papua Selatan,Pulau kecil yang menawarkan pemandangan spektakuler dengan pasir putih dan laut biru yang jernih.,"Pulau, Laut, Wisata Bahari, Merauke",0
Masjid Al-Muhajirin,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,"Masjid terbesar di Merauke, menjadi tempat ibadah yang sangat penting bagi umat Muslim di daerah ini.","Masjid, Religi, Merauke",0
Gereja Katedral Merauke,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Gereja katedral yang memiliki arsitektur megah dan merupakan tempat ibadah utama bagi umat Kristiani di Merauke.,"Gereja, Religi, Merauke",0
Pura Agung Suci,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,"Pura ini merupakan tempat ibadah umat Hindu di Papua Selatan, dengan suasana yang tenang dan spiritual.","Pura, Religi, Merauke",0
Monumen Merauke,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Monumen bersejarah yang melambangkan perjuangan masyarakat Papua dalam mempertahankan kemerdekaan Indonesia.,"Monumen, Sejarah, Merauke",0
Kota Lama Merauke,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,"Kawasan kota lama yang penuh dengan sejarah kolonial Belanda, memberikan wawasan tentang masa lalu Merauke.","Kota Lama, Sejarah, Merauke",0
Benteng Morota,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,"Benteng yang dibangun pada masa penjajahan Jepang sebagai markas pertahanan, kini menjadi situs bersejarah.","Benteng, Sejarah, Merauke",0
Candi Agung,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,"Candi yang menjadi tempat ibadah umat Buddha di Merauke, dengan desain arsitektur yang menarik dan budaya yang kental.","Candi, Religi, Merauke",0
Monumen Perjuangan Papua,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Monumen yang dibangun untuk menghormati pahlawan dan perjuangan rakyat Papua dalam merebut kemerdekaan.,"Monumen, Sejarah, Merauke",0
Gereja St. Antonius,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Gereja Katolik yang memiliki arsitektur yang indah dan menjadi tempat ibadah bagi umat Katolik di daerah ini.,"Gereja, Religi, Merauke",0
Masjid Raya Al-Hidayah,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,"Masjid yang menjadi pusat kegiatan ibadah umat Islam di Merauke, dengan suasana yang damai dan nyaman.","Masjid, Religi, Merauke",0
Tugu Perbatasan RI-PNG,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,"Tugu yang menandai perbatasan antara Indonesia dan Papua Nugini, menjadi simbol penting dalam sejarah wilayah ini.","Tugu, Sejarah, Merauke",0
Masjid Al-Furqan,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Masjid yang memiliki arsitektur khas Papua dan menjadi tempat ibadah serta kegiatan sosial umat Islam di Merauke.,"Masjid, Religi, Merauke",0
Monumen Irian Jaya,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Monumen yang berdiri sebagai simbol perjuangan rakyat Papua dalam memperoleh kemerdekaan dari penjajahan.,"Monumen, Sejarah, Merauke",0
Gereja Kristen Papua,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Gereja besar di Merauke yang menjadi pusat kegiatan ibadah umat Kristen di wilayah ini.,"Gereja, Religi, Merauke",0
Gereja Kristus Raja,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Gereja yang memiliki desain yang indah dan merupakan tempat ibadah bagi umat Katolik di Merauke.,"Gereja, Religi, Merauke",0
Museum Merauke,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Museum yang menyimpan berbagai artefak dan koleksi yang menggambarkan sejarah dan kebudayaan Papua Selatan.,"Museum, Sejarah, Merauke",0
Tugu Perjuangan Merauke,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Tugu yang dibangun untuk mengenang jasa-jasa pahlawan dalam perjuangan kemerdekaan Indonesia di Merauke.,"Tugu, Sejarah, Merauke",0
Pura Suci,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Pura ini digunakan untuk ibadah umat Hindu dan menjadi pusat kegiatan keagamaan di Merauke.,"Pura, Religi, Merauke",0
Kawasan Sejarah Merauke,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Kawasan bersejarah yang menyimpan banyak cerita tentang masa lalu Merauke dan perkembangan budaya Papua.,"Kawasan Sejarah, Sejarah, Merauke",0
Monumen Papua Merdeka,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Monumen yang dibangun untuk memperingati perjuangan rakyat Papua dalam meraih kemerdekaan.,"Monumen, Sejarah, Merauke",0
Pustaka Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Pustaka yang menyimpan berbagai buku sejarah dan informasi penting tentang Papua Selatan dan Indonesia.,"Pustaka, Edukasi, Merauke",0
Gereja St. Joseph,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Gereja Katolik yang memiliki desain klasik dan menjadi tempat ibadah serta kegiatan sosial umat Katolik.,"Gereja, Religi, Merauke",0
Masjid Agung Merauke,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Masjid terbesar di Merauke dengan arsitektur yang megah dan menjadi pusat ibadah umat Muslim.,"Masjid, Religi, Merauke",0
Taman Sejarah Merauke,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,"Taman yang menyimpan koleksi patung dan monumen bersejarah, menjadi tempat edukasi tentang perjuangan Papua.","Taman Sejarah, Sejarah, Merauke",0
Gereja Santo Petrus,"Merauke, Papua Selatan",Wisata Religi,Merauke,Merauke,Papua Selatan,Gereja yang memiliki arsitektur klasik dan merupakan tempat ibadah umat Kristen di Merauke.,"Gereja, Religi, Merauke",0
Monumen Pahlawan Papua,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Monumen yang dibangun untuk mengenang perjuangan pahlawan Papua dalam kemerdekaan Indonesia.,"Monumen, Sejarah, Merauke",0
Tugu Pembebasan Merauke,"Merauke, Papua Selatan",Wisata Sejarah,Merauke,Merauke,Papua Selatan,Tugu yang dibangun untuk memperingati pembebasan Merauke dari penjajahan dan menjadi simbol perjuangan kemerdekaan.,"Tugu, Sejarah, Merauke",0
Taman Edukasi Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,"Taman yang dirancang untuk edukasi lingkungan, dengan berbagai tanaman dan hewan khas Papua Selatan.","Taman, Edukasi, Merauke",0
Taman Budaya Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Taman budaya yang mengedukasi pengunjung tentang seni dan budaya Papua melalui pameran dan kegiatan seni.,"Taman, Budaya, Merauke",0
Sekolah Alam Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Sekolah alam yang mengajarkan kepada anak-anak dan pengunjung tentang pentingnya pelestarian lingkungan hidup.,"Sekolah, Alam, Merauke",0
Observatorium Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,"Tempat yang menyediakan fasilitas untuk mengamati bintang dan langit, mengedukasi tentang astronomi.","Observatorium, Edukasi, Merauke",0
Taman Pendidikan Ekologi,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Taman ini mengajarkan pengunjung tentang ekosistem Papua dan cara menjaga kelestarian alam.,"Taman, Ekologi, Merauke",0
Kebun Raya Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Kebun raya yang mendidik pengunjung tentang jenis-jenis tanaman endemik Papua dan pentingnya pelestarian tumbuhan.,"Kebun Raya, Edukasi, Merauke",0
Lembaga Pendidikan Alam Papua,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Lembaga yang memberikan edukasi kepada masyarakat tentang cara hidup yang ramah lingkungan di Papua.,"Lembaga Pendidikan, Alam, Merauke",0
Situs Arkeologi Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Situs yang memamerkan artefak dan benda sejarah dari zaman prasejarah di wilayah Papua Selatan.,"Arkeologi, Edukasi, Merauke",0
Taman Laut Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Taman laut yang mengedukasi tentang kehidupan bawah laut Papua dan pentingnya menjaga terumbu karang.,"Taman Laut, Edukasi, Merauke",0
Gua Batu,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Gua yang menjadi tempat studi geologi dan ekosistem gua di Papua Selatan.,"Gua, Edukasi, Merauke",0
Situs Sejarah Papua,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Situs yang mempelajari tentang sejarah dan perkembangan masyarakat Papua sejak zaman kolonial hingga kini.,"Sejarah, Edukasi, Merauke",0
Balai Pendidikan Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Balai yang menyelenggarakan berbagai program pendidikan dan pelatihan untuk masyarakat Papua Selatan.,"Balai Pendidikan, Edukasi, Merauke",0
Pusat Studi Flora Papua,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Pusat yang menyediakan informasi mengenai flora endemik Papua dan cara-cara konservasinya.,"Flora, Edukasi, Merauke",0
Pusat Pelestarian Alam,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Pusat yang mengajarkan pentingnya pelestarian alam dan sumber daya alam di Papua Selatan.,"Pelestarian Alam, Edukasi, Merauke",0
Kampung Edukasi,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Kampung yang menawarkan program edukasi langsung kepada pengunjung tentang budaya dan cara hidup masyarakat Papua.,"Kampung, Edukasi, Merauke",0
Kawasan Konservasi Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,"Kawasan yang berfokus pada konservasi satwa dan tumbuhan di Papua Selatan, dengan program edukasi kepada masyarakat.","Konservasi, Edukasi, Merauke",0
Taman Hutan Kota,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Taman hutan kota yang menyediakan ruang edukasi tentang pentingnya pohon dan lingkungan untuk kesehatan.,"Hutan, Kota, Edukasi, Merauke",0
Pusat Kajian Sejarah Papua,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Pusat yang menyediakan informasi sejarah tentang Papua dan peranannya dalam Indonesia.,"Sejarah, Edukasi, Merauke",0
Sekolah Ekologi Papua,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Sekolah yang mengajarkan tentang ekologi dan pentingnya menjaga alam untuk generasi masa depan.,"Sekolah, Ekologi, Merauke",0
Taman Pendidikan Laut,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,"Taman yang mengedukasi pengunjung mengenai kehidupan laut di Papua, serta pentingnya menjaga ekosistem laut.","Taman Laut, Edukasi, Merauke",0
Lembaga Pendidikan Kebudayaan,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Lembaga yang mengedukasi tentang kebudayaan tradisional Papua dan cara melestarikannya di era modern.,"Lembaga, Pendidikan, Kebudayaan, Merauke",0
Pusat Pelatihan Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Pusat pelatihan yang memberikan pendidikan mengenai keterampilan dan kewirausahaan untuk masyarakat setempat.,"Pelatihan, Edukasi, Merauke",0
Kebun Penelitian Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Kebun yang digunakan untuk penelitian berbagai jenis tanaman dan hasil alam Papua Selatan.,"Kebun, Penelitian, Edukasi, Merauke",0
Taman Ekowisata Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Taman ekowisata yang memberikan pengalaman edukasi tentang pelestarian alam dan keanekaragaman hayati.,"Taman, Ekowisata, Edukasi, Merauke",0
Taman Pengamatan Burung,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,"Taman yang digunakan untuk pengamatan berbagai spesies burung endemik Papua, memberikan edukasi tentang konservasi burung.","Taman, Burung, Edukasi, Merauke",0
Observatorium Alam Merauke,"Merauke, Papua Selatan",Wisata Edukasi,Merauke,Merauke,Papua Selatan,Observatorium alam yang mengajarkan tentang pentingnya penelitian dan pelestarian alam Papua.,"Observatorium, Alam, Edukasi, Merauke",0
Rumah Adat Merauke,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Rumah adat khas Papua Selatan yang memberikan gambaran tentang kehidupan tradisional masyarakat setempat.,"Rumah Adat, Budaya, Merauke",0
Pusat Kebudayaan Papua,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Pusat yang menyediakan informasi tentang kebudayaan dan adat istiadat Papua, serta tempat pertunjukan seni budaya.","Pusat Kebudayaan, Budaya, Merauke",0
Taman Seni Merauke,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Taman yang memperkenalkan seni rupa, tari, dan musik dari berbagai suku di Papua Selatan.","Seni, Budaya, Merauke",0
Kampung Adat Merauke,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Kampung adat yang memberikan pengalaman tentang kehidupan tradisional masyarakat Papua Selatan, termasuk upacara adat.","Kampung Adat, Budaya, Merauke",0
Tari Cakalele,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Pertunjukan tari tradisional Cakalele yang berasal dari Papua, menampilkan gerakan dan pakaian khas budaya Papua.","Tari, Budaya, Merauke",0
Pameran Seni Papua,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Pameran yang menampilkan karya seni rupa dan patung khas Papua Selatan, mengedukasi pengunjung tentang seni lokal.","Pameran Seni, Budaya, Merauke",0
Festival Budaya Merauke,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Festival tahunan yang menampilkan berbagai seni dan budaya Papua Selatan seperti tarian, musik, dan kuliner tradisional.","Festival, Budaya, Merauke",0
Gua Purbakala,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Gua yang berisi lukisan prasejarah yang menggambarkan kehidupan masyarakat Papua Selatan di masa lalu.,"Gua, Budaya, Merauke",0
Pasar Seni Merauke,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Pasar seni yang menjual berbagai produk seni kerajinan tangan tradisional Papua Selatan, seperti patung dan tenun ikat.","Pasar Seni, Budaya, Merauke",0
Kampung Ternate,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Kampung yang memamerkan warisan budaya dari suku Ternate yang ada di Papua Selatan, dengan rumah adat dan tradisi lokal.","Kampung, Budaya, Merauke",0
Suku Marind,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Wisata budaya yang mengunjungi masyarakat suku Marind untuk melihat adat istiadat dan kehidupan tradisional mereka.,"Suku, Budaya, Merauke",0
Pertunjukan Musik Tradisional,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Pertunjukan musik tradisional Papua Selatan dengan alat musik khas seperti tifa dan alat musik suku Marind.,"Musik, Budaya, Merauke",0
Pusat Kerajinan Tangan,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Pusat yang memproduksi dan menjual kerajinan tangan khas Papua Selatan seperti anyaman dan ukiran kayu.,"Kerajinan Tangan, Budaya, Merauke",0
Bale-bale Adat,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Bale-bale atau rumah adat yang digunakan untuk upacara adat dan pertemuan masyarakat di Papua Selatan.,"Bale-bale, Budaya, Merauke",0
Upacara Adat Papua,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Pengalaman mengikuti upacara adat tradisional seperti pesta adat atau ritual suku Papua di Merauke.,"Upacara Adat, Budaya, Merauke",0
Festival Seni Rakyat,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Festival yang menampilkan berbagai seni rakyat dari Papua Selatan, termasuk drama, musik, dan tari tradisional.","Festival, Seni, Budaya, Merauke",0
Kerajinan Kulit Papua,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Tempat yang memamerkan kerajinan kulit tradisional Papua Selatan, seperti tas, sepatu, dan topi dari kulit kayu.","Kerajinan Kulit, Budaya, Merauke",0
Kesenian Papeda,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Kesenian papeda atau tarian khas Papua yang dibawakan pada berbagai perayaan dan upacara adat di Merauke.,"Kesenian, Papeda, Budaya, Merauke",0
Peninggalan Sejarah Perang Dunia II,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Situs-situs peninggalan sejarah Perang Dunia II di Merauke, termasuk monumen dan bangunan peninggalan perang.","Sejarah, Perang Dunia II, Budaya, Merauke",0
Makam Pahlawan Papua,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Makam pahlawan yang menghormati tokoh-tokoh penting dalam sejarah Papua Selatan yang berperang untuk kemerdekaan.,"Makam, Pahlawan, Budaya, Merauke",0
Pameran Sejarah Papua,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Pameran yang menyajikan sejarah panjang Papua Selatan melalui berbagai artefak dan diorama.,"Sejarah, Pameran, Budaya, Merauke",0
Ritual adat di Sungai Maro,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Ritual adat yang dilakukan oleh masyarakat setempat di Sungai Maro, mengandung makna budaya yang dalam.","Ritual Adat, Sungai, Budaya, Merauke",0
Desa Budaya,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Desa yang mewakili kehidupan budaya masyarakat asli Papua dengan rumah adat dan tradisi yang masih dilestarikan.,"Desa, Budaya, Merauke",0
Pusat Studi Budaya,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Pusat yang memfokuskan pada studi kebudayaan Papua Selatan, termasuk adat, tradisi, dan bahasa.","Pusat Studi, Budaya, Merauke",0
Pertunjukan Tari Tradisional,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,Pertunjukan tari tradisional yang menunjukkan gerakan-gerakan khas budaya Papua Selatan.,"Tari, Tradisional, Budaya, Merauke",0
Pelatihan Seni Tradisional,"Merauke, Papua Selatan",Wisata Budaya,Merauke,Merauke,Papua Selatan,"Pelatihan seni tradisional Papua Selatan seperti tenun, pembuatan alat musik, dan seni lukis.","Pelatihan, Seni, Budaya, Merauke",0
Taman Nasional Wasur,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Taman Nasional yang terkenal dengan padang rumputnya dan sebagai habitat berbagai spesies fauna, termasuk burung-burung langka.","Taman Nasional, Alam, Merauke",0
Gunung Kapi,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,Gunung yang menawarkan pemandangan alam yang indah dan bisa menjadi destinasi pendakian dengan panorama alam yang menakjubkan.,"Gunung, Alam, Merauke",0
Hutan Mangrove Merauke,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Area hutan mangrove yang kaya akan flora dan fauna, cocok untuk kegiatan ekowisata dan wisata alam.","Hutan Mangrove, Alam, Merauke",0
Danau Kampung Numbay,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Danau alami yang dikelilingi oleh hutan tropis dan menjadi tempat beraktivitas penduduk lokal, termasuk memancing dan berperahu.","Danau, Alam, Merauke",0
Taman Hutan Raya Merauke,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,Hutan lindung yang memiliki ekosistem khas Papua dengan flora dan fauna yang dilindungi serta trekking alam yang menantang.,"Taman Hutan Raya, Alam, Merauke",0
Gua Bessak,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Gua batu besar yang tersembunyi di tengah hutan, menawarkan pemandangan alam yang menakjubkan dan pengalaman berpetualang.","Gua, Alam, Merauke",0
Kawasan Hutan Konservasi,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Kawasan hutan lindung yang dikelola untuk tujuan konservasi alam, dengan berbagai flora dan fauna unik.","Hutan Konservasi, Alam, Merauke",0
Gunung Tona,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,Gunung yang menawarkan jalur pendakian yang menantang dan pemandangan alam yang luas dari puncaknya.,"Gunung, Alam, Merauke",0
Air Terjun Bintang,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Air terjun yang indah di kawasan hutan tropis, dikelilingi pepohonan besar dan suasana yang sangat alami.","Air Terjun, Alam, Merauke",0
Sungai Maro,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,Sungai besar di Papua Selatan yang menawarkan pengalaman berperahu menyusuri hutan dan pemandangan alam yang menakjubkan.,"Sungai, Alam, Merauke",0
Padang Rumput Wasur,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Padang rumput luas yang menjadi tempat hidup berbagai satwa liar, termasuk burung-burung langka, cocok untuk safari alam.","Padang Rumput, Alam, Merauke",0
Air Terjun Sumber Daya Alam,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Air terjun alami yang menyegarkan, dikelilingi oleh hutan yang rimbun, menawarkan tempat yang tenang untuk relaksasi.","Air Terjun, Alam, Merauke",0
Taman Flora Merauke,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Taman yang melestarikan flora khas Papua Selatan, termasuk spesies tanaman langka dan endemik.","Taman Flora, Alam, Merauke",0
Sungai Mopah,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Sungai besar yang mengalir melalui kawasan hutan, memberikan kesempatan untuk kegiatan wisata alam seperti berperahu.","Sungai, Alam, Merauke",0
Air Terjun Larat,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Air terjun yang terletak di pedalaman dengan pemandangan yang sangat memukau, cocok untuk pendaki dan petualang.","Air Terjun, Alam, Merauke",0
Taman Wisata Alam Merauke,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Taman wisata alam yang memiliki beragam ekosistem, mulai dari hutan tropis hingga rawa-rawa, tempat yang ideal untuk ekowisata.","Taman Wisata Alam, Alam, Merauke",0
Desa Hutan Papua,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Desa yang terletak di tengah hutan tropis, menawarkan pengalaman hidup di alam liar dan melihat kehidupan suku lokal.","Desa Hutan, Alam, Merauke",0
Bukit Maizena,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Bukit yang menyuguhkan pemandangan alam yang luar biasa, cocok untuk hiking dan menikmati panorama dari puncaknya.","Bukit, Alam, Merauke",0
Lembah Jagebob,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Lembah yang subur dan dikelilingi pegunungan, menawarkan pemandangan alam yang indah serta tempat untuk trekking.","Lembah, Alam, Merauke",0
Kawah Gunung Tona,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Kawah gunung yang memiliki keindahan alam dan daya tarik geologi, serta jalur pendakian yang menantang.","Kawah, Gunung, Alam, Merauke",0
Hutan Papua Selatan,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Hutan yang kaya dengan flora dan fauna endemik Papua, cocok untuk pengamatan satwa dan kegiatan hiking.","Hutan, Alam, Merauke",0
Cagar Alam Merauke,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,Cagar alam yang melindungi berbagai spesies langka dan menyediakan jalur trekking untuk pengunjung yang ingin menjelajah alam Papua.,"Cagar Alam, Alam, Merauke",0
Puncak Gunung Bintang,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Puncak gunung yang menawarkan pemandangan luar biasa dari ketinggian, cocok untuk pendakian dan wisata petualangan.","Puncak, Gunung, Alam, Merauke",0
Taman Wisata Alam Wasur,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Taman wisata alam yang mempromosikan pelestarian alam dan satwa liar, dengan jalur trekking di tengah alam liar Papua.","Taman Alam, Wisata Alam, Merauke",0
Sungai Tarawai,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Sungai yang kaya akan kehidupan air tawar dan menjadi tempat bagi banyak spesies ikan, cocok untuk berpetualang di alam.","Sungai, Alam, Merauke",0
Gunung Jaya,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Gunung yang terkenal dengan jalur pendakiannya yang menantang, cocok untuk para pecinta alam yang suka petualangan ekstrem.","Gunung, Alam, Merauke",0
Rawa-rawa Wasur,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Rawa-rawa yang kaya akan keanekaragaman hayati, menawarkan pengalaman wisata alam dengan pengamatan satwa liar.","Rawa-rawa, Alam, Merauke",0
